1	1.0000E+9
2	9.6000E+8
3	9.2000E+8
4	8.8000E+8
5	8.4000E+8
6	8.0000E+8
7	7.6000E+8
8	7.2000E+8
9	6.8000E+8
10	6.4000E+8
11	6.0000E+8
12	5.6000E+8
13	5.2000E+8
14	4.8000E+8
15	4.4000E+8
16	4.0000E+8
17	3.6000E+8
18	3.2000E+8
19	2.8000E+8
20	2.4000E+8
21	2.0000E+8
22	1.8000E+8
23	1.6000E+8
24	1.5000E+8
25	1.4000E+8
26	1.3000E+8
27	1.2000E+8
28	1.1000E+8
29	1.0000E+8
30	9.0000E+7
31	8.0000E+7
32	7.5000E+7
33	7.0000E+7
34	6.5000E+7
35	6.0000E+7
36	5.8000E+7
37	5.6000E+7
38	5.4000E+7
39	5.2000E+7
40	5.0000E+7
41	4.8000E+7
42	4.6000E+7
43	4.4000E+7
44	4.2000E+7
45	4.0000E+7
46	3.8000E+7
47	3.6000E+7
48	3.4000E+7
49	3.2000E+7
50	3.0000E+7
51	2.9000E+7
52	2.8000E+7
53	2.7000E+7
54	2.6000E+7
55	2.5000E+7
56	2.4000E+7
57	2.3000E+7
58	2.2000E+7
59	2.1000E+7
60	2.0000E+7
61	1.9800E+7
62	1.9600E+7
63	1.9400E+7
64	1.9200E+7
65	1.9000E+7
66	1.8800E+7
67	1.8600E+7
68	1.8400E+7
69	1.8200E+7
70	1.8000E+7
71	1.7800E+7
72	1.7600E+7
73	1.7400E+7
74	1.7200E+7
75	1.7000E+7
76	1.6800E+7
77	1.6600E+7
78	1.6400E+7
79	1.6200E+7
80	1.6000E+7
81	1.5800E+7
82	1.5600E+7
83	1.5400E+7
84	1.5200E+7
85	1.5000E+7
86	1.4800E+7
87	1.4600E+7
88	1.4400E+7
89	1.4200E+7
90	1.4000E+7
91	1.3800E+7
92	1.3600E+7
93	1.3400E+7
94	1.3200E+7
95	1.3000E+7
96	1.2800E+7
97	1.2600E+7
98	1.2400E+7
99	1.2200E+7
100	1.2000E+7
101	1.1800E+7
102	1.1600E+7
103	1.1400E+7
104	1.1200E+7
105	1.1000E+7
106	1.0800E+7
107	1.0600E+7
108	1.0400E+7
109	1.0200E+7
110	1.0000E+7
111	9.5499E+6
112	9.1201E+6
113	8.7096E+6
114	8.3176E+6
115	7.9433E+6
116	7.5858E+6
117	7.2444E+6
118	6.9183E+6
119	6.6069E+6
120	6.3096E+6
121	6.0256E+6
122	5.7544E+6
123	5.4954E+6
124	5.2481E+6
125	5.0119E+6
126	4.7863E+6
127	4.5709E+6
128	4.3652E+6
129	4.1687E+6
130	3.9811E+6
131	3.8019E+6
132	3.6308E+6
133	3.4674E+6
134	3.3113E+6
135	3.1623E+6
136	3.0200E+6
137	2.8840E+6
138	2.7542E+6
139	2.6303E+6
140	2.5119E+6
141	2.3988E+6
142	2.2909E+6
143	2.1878E+6
144	2.0893E+6
145	1.9953E+6
146	1.9055E+6
147	1.8197E+6
148	1.7378E+6
149	1.6596E+6
150	1.5849E+6
151	1.5136E+6
152	1.4454E+6
153	1.3804E+6
154	1.3183E+6
155	1.2589E+6
156	1.2023E+6
157	1.1482E+6
158	1.0965E+6
159	1.0471E+6
160	1.0000E+6
161	9.5499E+5
162	9.1201E+5
163	8.7096E+5
164	8.3176E+5
165	7.9433E+5
166	7.5858E+5
167	7.2444E+5
168	6.9183E+5
169	6.6069E+5
170	6.3096E+5
171	6.0256E+5
172	5.7544E+5
173	5.4954E+5
174	5.2481E+5
175	5.0119E+5
176	4.7863E+5
177	4.5709E+5
178	4.3652E+5
179	4.1687E+5
180	3.9811E+5
181	3.8019E+5
182	3.6308E+5
183	3.4674E+5
184	3.3113E+5
185	3.1623E+5
186	3.0200E+5
187	2.8840E+5
188	2.7542E+5
189	2.6303E+5
190	2.5119E+5
191	2.3988E+5
192	2.2909E+5
193	2.1878E+5
194	2.0893E+5
195	1.9953E+5
196	1.9055E+5
197	1.8197E+5
198	1.7378E+5
199	1.6596E+5
200	1.5849E+5
201	1.5136E+5
202	1.4454E+5
203	1.3804E+5
204	1.3183E+5
205	1.2589E+5
206	1.2023E+5
207	1.1482E+5
208	1.0965E+5
209	1.0471E+5
210	1.0000E+5
211	9.5499E+4
212	9.1201E+4
213	8.7096E+4
214	8.3176E+4
215	7.9433E+4
216	7.5858E+4
217	7.2444E+4
218	6.9183E+4
219	6.6069E+4
220	6.3096E+4
221	6.0256E+4
222	5.7544E+4
223	5.4954E+4
224	5.2481E+4
225	5.0119E+4
226	4.7863E+4
227	4.5709E+4
228	4.3652E+4
229	4.1687E+4
230	3.9811E+4
231	3.8019E+4
232	3.6308E+4
233	3.4674E+4
234	3.3113E+4
235	3.1623E+4
236	3.0200E+4
237	2.8840E+4
238	2.7542E+4
239	2.6303E+4
240	2.5119E+4
241	2.3988E+4
242	2.2909E+4
243	2.1878E+4
244	2.0893E+4
245	1.9953E+4
246	1.9055E+4
247	1.8197E+4
248	1.7378E+4
249	1.6596E+4
250	1.5849E+4
251	1.5136E+4
252	1.4454E+4
253	1.3804E+4
254	1.3183E+4
255	1.2589E+4
256	1.2023E+4
257	1.1482E+4
258	1.0965E+4
259	1.0471E+4
260	1.0000E+4
261	9.5499E+3
262	9.1201E+3
263	8.7096E+3
264	8.3176E+3
265	7.9433E+3
266	7.5858E+3
267	7.2444E+3
268	6.9183E+3
269	6.6069E+3
270	6.3096E+3
271	6.0256E+3
272	5.7544E+3
273	5.4954E+3
274	5.2481E+3
275	5.0119E+3
276	4.7863E+3
277	4.5709E+3
278	4.3652E+3
279	4.1687E+3
280	3.9811E+3
281	3.8019E+3
282	3.6308E+3
283	3.4674E+3
284	3.3113E+3
285	3.1623E+3
286	3.0200E+3
287	2.8840E+3
288	2.7542E+3
289	2.6303E+3
290	2.5119E+3
291	2.3988E+3
292	2.2909E+3
293	2.1878E+3
294	2.0893E+3
295	1.9953E+3
296	1.9055E+3
297	1.8197E+3
298	1.7378E+3
299	1.6596E+3
